FirstTitle,frontDesc,category_id,category_name,superCategoryId,colorNum,counterPrice,item_id,primaryPicUrl,name,simpleDesc,retailPrice,sellVolume,material,style,comment
网易严选居家生活篇 - 清凉一夏、设计点亮，品质当道、天然材质，舒睡怡人、经典北欧风，打造原木家、甄选品质，睡眠美学、陷进柔暖，美梦时刻、趣意点缀，家中有格、亲肤柔棉，安心品质、舒适经典，幸福宅家、天然选材，安心酣睡、人体工学设计，健康办公、实用至上，讲究质感、一盏灯，温暖一个家、装点家的格调、收纳神器大集结、居家晾晒必备好物、专业家庭医用好物、慵懒休闲时光，轻松惬意生活、一口好锅，炖煮生活一日三餐、下厨省力好帮手、传统工艺 源自中国刀城、餐桌上的舞蹈、精工生产制作，匠人手艺、严选精巧器具，轻松冲调、找回书写的力量、职场数码办公用品、为健康办公生活加油、让工位比被窝更舒适、用心选料，让爱宠健康成长、贴心设计，照顾爱宠舒适生活,贴心设计，照顾爱宠舒适生活,109248004,宠物用品,1005000,0,39.0,3397023,https://yanxuan.nosdn.127.net/7cb59c560836ed245a5b8e3a7923a9f4.png,宠物硅胶贝壳按摩梳,灵动握把，总有一个姿势适合你,39.0,0,,,有效实用20	质量上乘9
网易严选居家生活篇 - 清凉一夏、设计点亮，品质当道、天然材质，舒睡怡人、经典北欧风，打造原木家、甄选品质，睡眠美学、陷进柔暖，美梦时刻、趣意点缀，家中有格、亲肤柔棉，安心品质、舒适经典，幸福宅家、天然选材，安心酣睡、人体工学设计，健康办公、实用至上，讲究质感、一盏灯，温暖一个家、装点家的格调、收纳神器大集结、居家晾晒必备好物、专业家庭医用好物、慵懒休闲时光，轻松惬意生活、一口好锅，炖煮生活一日三餐、下厨省力好帮手、传统工艺 源自中国刀城、餐桌上的舞蹈、精工生产制作，匠人手艺、严选精巧器具，轻松冲调、找回书写的力量、职场数码办公用品、为健康办公生活加油、让工位比被窝更舒适、用心选料，让爱宠健康成长、贴心设计，照顾爱宠舒适生活,贴心设计，照顾爱宠舒适生活,109248004,宠物用品,1005000,0,33.8,1391000,https://yanxuan.nosdn.127.net/558965678ca38716bcdfa33eb3a92837.png,宠物尿垫,进口材质，瞬吸锁水不沾身,33.8,0,,,有效实用189	质量上乘132	吸水性好81	性价比高64	材质薄33	很可爱22	漂亮精致21	很厚实17
网易严选服饰鞋包篇 - 舒爽穿搭 清凉一夏、夏季热力爆品 抢先预览、出游 少不了鞋和包、慵懒居家 一秒提升幸福感、穿出你的个性态度、内搭T恤 贴身自在、经典百搭 精致设计、高质感面料 休闲商务两适宜、颠覆牛仔认知 革新你的穿着体验、简约调性 儒雅休闲自如切换、自在潇洒穿着感、精选材质 穿出质感、职场精致LOOK、量身裁体的优雅、轻松舒适 送给双腿的温柔力量、基础裤型的舒适之选、体验温柔的质感、选对风格 只做自己、舒适源自高品质、享受宅家时光、透气舒爽 自由空间、温和安全 亲密呵护、贴身关怀 少束缚、绅士的第二肌肤、始于足下的品质生活、匠心打造 轻潮舒适、优雅 如此舒适、慵懒休闲时光 轻松惬意生活、呵护双脚 驱散行走的压力、包里装着你的整个世界、懂你的责任也更懂你、握在手中的精致、带着梦想即刻出发、璀璨闪耀 品质甄选、精致灵动的小确幸、你和潮流之间就差一个我、匠心雕琢细节 细节彰显品位、温柔亲肤 舒爽一夏、时髦 从“头”开始、一步获取元气女神、运动休闲型男魅力、好穿易搭轻松减龄、时尚生活有型有款,时尚生活有型有款,109255015,男式下装,1010000,0,19.0,3441060,https://yanxuan.nosdn.127.net/a3b80ebe02336682b6fd5f0702ede0a3.png,Yessing男式复古条纹中筒棉袜子,条纹中袜，秀出学院复古本色,19.0,0,,休闲时尚、都市运动,
网易严选服饰鞋包篇 - 舒爽穿搭 清凉一夏、夏季热力爆品 抢先预览、出游 少不了鞋和包、慵懒居家 一秒提升幸福感、穿出你的个性态度、内搭T恤 贴身自在、经典百搭 精致设计、高质感面料 休闲商务两适宜、颠覆牛仔认知 革新你的穿着体验、简约调性 儒雅休闲自如切换、自在潇洒穿着感、精选材质 穿出质感、职场精致LOOK、量身裁体的优雅、轻松舒适 送给双腿的温柔力量、基础裤型的舒适之选、体验温柔的质感、选对风格 只做自己、舒适源自高品质、享受宅家时光、透气舒爽 自由空间、温和安全 亲密呵护、贴身关怀 少束缚、绅士的第二肌肤、始于足下的品质生活、匠心打造 轻潮舒适、优雅 如此舒适、慵懒休闲时光 轻松惬意生活、呵护双脚 驱散行走的压力、包里装着你的整个世界、懂你的责任也更懂你、握在手中的精致、带着梦想即刻出发、璀璨闪耀 品质甄选、精致灵动的小确幸、你和潮流之间就差一个我、匠心雕琢细节 细节彰显品位、温柔亲肤 舒爽一夏、时髦 从“头”开始、一步获取元气女神、运动休闲型男魅力、好穿易搭轻松减龄、时尚生活有型有款,时尚生活有型有款,109255015,男式下装,1010000,0,39.0,3440038,https://yanxuan.nosdn.127.net/01aabe5867dfab73b13983cedbc17a14.png,Yessing男式条纹中筒棉袜子三双装,拯直男审美：从一双好看的袜子开始,39.0,0,,时尚、运动,质量上乘51	漂亮精致34	很舒服34	性价比高12	袜子不错10	手感好7	质感好6	款式不错6
网易严选服饰鞋包篇 - 舒爽穿搭 清凉一夏、夏季热力爆品 抢先预览、出游 少不了鞋和包、慵懒居家 一秒提升幸福感、穿出你的个性态度、内搭T恤 贴身自在、经典百搭 精致设计、高质感面料 休闲商务两适宜、颠覆牛仔认知 革新你的穿着体验、简约调性 儒雅休闲自如切换、自在潇洒穿着感、精选材质 穿出质感、职场精致LOOK、量身裁体的优雅、轻松舒适 送给双腿的温柔力量、基础裤型的舒适之选、体验温柔的质感、选对风格 只做自己、舒适源自高品质、享受宅家时光、透气舒爽 自由空间、温和安全 亲密呵护、贴身关怀 少束缚、绅士的第二肌肤、始于足下的品质生活、匠心打造 轻潮舒适、优雅 如此舒适、慵懒休闲时光 轻松惬意生活、呵护双脚 驱散行走的压力、包里装着你的整个世界、懂你的责任也更懂你、握在手中的精致、带着梦想即刻出发、璀璨闪耀 品质甄选、精致灵动的小确幸、你和潮流之间就差一个我、匠心雕琢细节 细节彰显品位、温柔亲肤 舒爽一夏、时髦 从“头”开始、一步获取元气女神、运动休闲型男魅力、好穿易搭轻松减龄、时尚生活有型有款,时尚生活有型有款,109255015,男式下装,1010000,0,299.0,1506038,https://yanxuan.nosdn.127.net/560084bd11ffa9389533a05db863e3bb.png,男式凉感小脚9分裤,这个夏日，把凉感穿在身上,299.0,32,,,很舒服18	质量上乘9	裤子不错8	漂亮精致6
网易严选服饰鞋包篇 - 舒爽穿搭 清凉一夏、夏季热力爆品 抢先预览、出游 少不了鞋和包、慵懒居家 一秒提升幸福感、穿出你的个性态度、内搭T恤 贴身自在、经典百搭 精致设计、高质感面料 休闲商务两适宜、颠覆牛仔认知 革新你的穿着体验、简约调性 儒雅休闲自如切换、自在潇洒穿着感、精选材质 穿出质感、职场精致LOOK、量身裁体的优雅、轻松舒适 送给双腿的温柔力量、基础裤型的舒适之选、体验温柔的质感、选对风格 只做自己、舒适源自高品质、享受宅家时光、透气舒爽 自由空间、温和安全 亲密呵护、贴身关怀 少束缚、绅士的第二肌肤、始于足下的品质生活、匠心打造 轻潮舒适、优雅 如此舒适、慵懒休闲时光 轻松惬意生活、呵护双脚 驱散行走的压力、包里装着你的整个世界、懂你的责任也更懂你、握在手中的精致、带着梦想即刻出发、璀璨闪耀 品质甄选、精致灵动的小确幸、你和潮流之间就差一个我、匠心雕琢细节 细节彰显品位、温柔亲肤 舒爽一夏、时髦 从“头”开始、一步获取元气女神、运动休闲型男魅力、好穿易搭轻松减龄、时尚生活有型有款,时尚生活有型有款,109255015,男式下装,1010000,0,259.0,1644031,https://yanxuan.nosdn.127.net/e0f18f0311201c79131375fd94f5ca0d.png,Yessing男式石墨烯加绒保暖牛仔裤,石墨烯加绒合体款，保暖塑形,259.0,51,,,质量上乘65	很舒服62	保暖性好25	做工精良15	版型不错14	裤子不错13	尺寸合适13	性价比高10
网易严选服饰鞋包篇 - 舒爽穿搭 清凉一夏、夏季热力爆品 抢先预览、出游 少不了鞋和包、慵懒居家 一秒提升幸福感、穿出你的个性态度、内搭T恤 贴身自在、经典百搭 精致设计、高质感面料 休闲商务两适宜、颠覆牛仔认知 革新你的穿着体验、简约调性 儒雅休闲自如切换、自在潇洒穿着感、精选材质 穿出质感、职场精致LOOK、量身裁体的优雅、轻松舒适 送给双腿的温柔力量、基础裤型的舒适之选、体验温柔的质感、选对风格 只做自己、舒适源自高品质、享受宅家时光、透气舒爽 自由空间、温和安全 亲密呵护、贴身关怀 少束缚、绅士的第二肌肤、始于足下的品质生活、匠心打造 轻潮舒适、优雅 如此舒适、慵懒休闲时光 轻松惬意生活、呵护双脚 驱散行走的压力、包里装着你的整个世界、懂你的责任也更懂你、握在手中的精致、带着梦想即刻出发、璀璨闪耀 品质甄选、精致灵动的小确幸、你和潮流之间就差一个我、匠心雕琢细节 细节彰显品位、温柔亲肤 舒爽一夏、时髦 从“头”开始、一步获取元气女神、运动休闲型男魅力、好穿易搭轻松减龄、时尚生活有型有款,时尚生活有型有款,109255015,男式下装,1010000,0,259.0,1586014,https://yanxuan.nosdn.127.net/b261718eba2b01ea4282c3f83c5a3f1c.png,Yessing男士复古运动裤,清新当如你，轻复古风萦绕,259.0,109,,,
网易严选服饰鞋包篇 - 舒爽穿搭 清凉一夏、夏季热力爆品 抢先预览、出游 少不了鞋和包、慵懒居家 一秒提升幸福感、穿出你的个性态度、内搭T恤 贴身自在、经典百搭 精致设计、高质感面料 休闲商务两适宜、颠覆牛仔认知 革新你的穿着体验、简约调性 儒雅休闲自如切换、自在潇洒穿着感、精选材质 穿出质感、职场精致LOOK、量身裁体的优雅、轻松舒适 送给双腿的温柔力量、基础裤型的舒适之选、体验温柔的质感、选对风格 只做自己、舒适源自高品质、享受宅家时光、透气舒爽 自由空间、温和安全 亲密呵护、贴身关怀 少束缚、绅士的第二肌肤、始于足下的品质生活、匠心打造 轻潮舒适、优雅 如此舒适、慵懒休闲时光 轻松惬意生活、呵护双脚 驱散行走的压力、包里装着你的整个世界、懂你的责任也更懂你、握在手中的精致、带着梦想即刻出发、璀璨闪耀 品质甄选、精致灵动的小确幸、你和潮流之间就差一个我、匠心雕琢细节 细节彰显品位、温柔亲肤 舒爽一夏、时髦 从“头”开始、一步获取元气女神、运动休闲型男魅力、好穿易搭轻松减龄、时尚生活有型有款,时尚生活有型有款,109255015,男式下装,1010000,0,199.0,1683001,https://yanxuan.nosdn.127.net/040d194aa56de494131b0cfb9b8bbe3c.png,Yessing男式基础百搭加绒运动裤,百搭裤型，初春下装优选,199.0,1598,,,质量上乘91	很舒服59	性价比高34	尺寸合适18	裤子不错17	漂亮精致16	弹性不错12	穿着合身11
网易严选服饰鞋包篇 - 舒爽穿搭 清凉一夏、夏季热力爆品 抢先预览、出游 少不了鞋和包、慵懒居家 一秒提升幸福感、穿出你的个性态度、内搭T恤 贴身自在、经典百搭 精致设计、高质感面料 休闲商务两适宜、颠覆牛仔认知 革新你的穿着体验、简约调性 儒雅休闲自如切换、自在潇洒穿着感、精选材质 穿出质感、职场精致LOOK、量身裁体的优雅、轻松舒适 送给双腿的温柔力量、基础裤型的舒适之选、体验温柔的质感、选对风格 只做自己、舒适源自高品质、享受宅家时光、透气舒爽 自由空间、温和安全 亲密呵护、贴身关怀 少束缚、绅士的第二肌肤、始于足下的品质生活、匠心打造 轻潮舒适、优雅 如此舒适、慵懒休闲时光 轻松惬意生活、呵护双脚 驱散行走的压力、包里装着你的整个世界、懂你的责任也更懂你、握在手中的精致、带着梦想即刻出发、璀璨闪耀 品质甄选、精致灵动的小确幸、你和潮流之间就差一个我、匠心雕琢细节 细节彰显品位、温柔亲肤 舒爽一夏、时髦 从“头”开始、一步获取元气女神、运动休闲型男魅力、好穿易搭轻松减龄、时尚生活有型有款,时尚生活有型有款,109255015,男式下装,1010000,0,229.0,3384009,https://yanxuan.nosdn.127.net/f6463274043411c4b8aee7485465fa98.png,Yessing男式立体分割小脚针织裤,立体剪裁，雕刻春季裤装造型,160,1871,,,
网易严选服饰鞋包篇 - 舒爽穿搭 清凉一夏、夏季热力爆品 抢先预览、出游 少不了鞋和包、慵懒居家 一秒提升幸福感、穿出你的个性态度、内搭T恤 贴身自在、经典百搭 精致设计、高质感面料 休闲商务两适宜、颠覆牛仔认知 革新你的穿着体验、简约调性 儒雅休闲自如切换、自在潇洒穿着感、精选材质 穿出质感、职场精致LOOK、量身裁体的优雅、轻松舒适 送给双腿的温柔力量、基础裤型的舒适之选、体验温柔的质感、选对风格 只做自己、舒适源自高品质、享受宅家时光、透气舒爽 自由空间、温和安全 亲密呵护、贴身关怀 少束缚、绅士的第二肌肤、始于足下的品质生活、匠心打造 轻潮舒适、优雅 如此舒适、慵懒休闲时光 轻松惬意生活、呵护双脚 驱散行走的压力、包里装着你的整个世界、懂你的责任也更懂你、握在手中的精致、带着梦想即刻出发、璀璨闪耀 品质甄选、精致灵动的小确幸、你和潮流之间就差一个我、匠心雕琢细节 细节彰显品位、温柔亲肤 舒爽一夏、时髦 从“头”开始、一步获取元气女神、运动休闲型男魅力、好穿易搭轻松减龄、时尚生活有型有款,时尚生活有型有款,109255015,男式下装,1010000,0,279.0,1652000,https://yanxuan.nosdn.127.net/2ed9a6ce2c1e0ed132d2a9fbe1f3a9a5.png,Yessing男式时尚加绒运动针织裤,升级版针织裤，更利落有型,279.0,3975,,,质量上乘38	很舒服17	漂亮精致13	性价比高8	版型不错7	款式不错7	有型7	裤子不错6
